autor,dt_postagem,link,site,texto,titulo
,23/11/2015,https://mototour.com.br/news/black-week-eurobike,mototour,"Trata-se de uma semana de condições exclusivas na compra de carros e motos zero Km. A ação terá início no dia 19 e irá até 27 de novembro. Durante a Black Week Eurobike, os consumidores poderão encontrar veículos com até 15% de desconto e isenção dos custos referentes à emissão da documentação. Para os motociclistas, os benefícios estarão disponíveis para as marcas BMW e Triumph. Informações:",Black Week Eurobike 
,10/11/2015,https://mototour.com.br/news/emplacamento-de-motos-cai-9-25-em-outubro,mototour,"O emplacamento de veículos automotores no mês de outubro apresentou queda em todos os segmentos. O setor de duas rodas com 89.042 unidades vendidas teve uma retração de 9,25% em relação a setembro. No acumulado de dez meses, foram vendidas 1.036.618 unidades o que representa uma queda de 12,91% em relação ao mesmo período de 2014. Segundo a Fenabrave, entidade que representa a associação das concessionárias de marca “a queda de vendas se mantém na previsão e não deve se alterar até o final do ano”.","Emplacamento de motos cai 9,25% em outubro"
Aldo Tizane,07/10/2015,https://mototour.com.br/news/renovados-maxiscooters-da-bmw-estao-mais-seguros,mototour,"Agência INFOMOTO Está aberta a temporada de lançamentos 2016 na Europa – tudo porque estamos a menos de dois meses do EICMA 2015, o Salão de Motos de Milão (ITA), o maior e mais importante evento do setor de duas rodas do mundo. A alemã BMW antecipou-se e anunciou a sua renovada linha de scooters de 650cc. A ciclística e a motorização não sofreram grandes mudanças, mas o visual foi renovado, principalmente do modelo mais esportivo, que agora se chama C 650 Sport. Já o C 650 GT continua oferecendo características voltadas ao turismo, já que traz conforto e boa capacidade de carga. De acordo com a marca, a transmissão CVT foi redesenhada para proporcionar uma resposta mais instantânea quando o piloto gira o acelerador. Ambos também receberam um novo sistema de escapamento para atenderem às normas de emissão de ruídos.Outra grande novidade é que agora, além dos freios ABS de última geração, os dois modelos virão equipados com controle de tração, que a BMW batizou de Automatic Stability Control (ASC). A fábrica também criou o Side View Assist para aumentar a segurança do motociclista. O sistema, comum em alguns carros de luxo, detecta veículos nos pontos cegos e alerta o piloto por meio de uma luz de advertência na haste do retrovisor – o item será opcional apenas no modelo C 650 GT. Mais segurosPara oferecer total segurança ao piloto, os reformulados maxiscooters da BMW ganharam freios ABS de ultima geração, o 9.1MB, desenvolvido em parceria com a Bosch. Tanto o C 650 Sport como o C 650 GT agora saem da linha de produção com um bônus no quesito segurança: a adoção do controle de tração. O recurso atua principalmente para não deixar a roda traseira derrapar em superfícies escorregadias. A tecnologia usa os mesmos sensores que monitoram a atuação do sistema de freios ABS. Como item opcional, a marca bávara coloca ainda à disposição do condutor o sistema Side View Assist, muito usado em carros de luxo, e que informa ao piloto a aproximação lateral de outros veículos. Esta inovação, a primeira do mundo para os veículos de duas rodas, só estará disponível para o C 650 GT.Transmissão aprimoradaA linha de maxiscooters da BMW está equipada com motor de dois cilindros em linha, com 647 cm³ de capacidade e 60 cv de potência máxima a 7 500 rpm. Para deixá-lo mais eficiente e menos poluente, o propulsor teve seu mapeamento redefinido. Para um comportamento ainda mais dinâmico os modelos ganharam uma nova transmissão CVT que, em conjunto com novos revestimentos de embreagem, proporciona respostas mais eficientes e vigorosas, principalmente nas arrancadas. A relação da transmissão CVT também foi revista, assim como os pesos que atuam nas polias, tudo para garantir um desempenho melhor do sistema.Para completar, o conjunto de suspensão foi totalmente revisado e passa a oferecer um maior nível de conforto. Na dianteira, os novos C 650 e C 650 GT continuam a usar garfo telescópico invertido. Na traseira, um monobraço oscilante com um amortecedor posicionado lateralmente. O conjunto é “amarrado” a um quadro tubular de aço e alumínio mais resistente a torções. O novo C 650 Sport vai estar disponível na nova opção de cor laranja fosco, além do branco sólido e do preto metálico. Já o C 650 GT ganhou uma roupagem bronze, bastante elegante, juntamente com o preto metálico e o branco sólido. O preço e a data de quando os novos scooters BMW irão chegar às concessionárias da marca na Europa ainda não foram definidos. No Brasil, os modelos deverão desembarcar somente no primeiro semestre de 2016.","Renovados, maxiscooters da BMW estão mais seguros"
,08/09/2015,https://mototour.com.br/news/vendas-de-motos-caem-7-29-em-agosto_816,mototour,"No mês passado, foram emplacadas 99.901 unidades contra 107.757 em julho – o que representa queda de 7,29%. No acumulado do ano, a indústria de motocicletas vendeu somente 849.449 unidades, uma baixa de 10,59% em comparação ao mesmo período de 2014, quando o setor emplacou 950.052. Apesar do mau resultado, o segmento de motos é o que menos caiu neste ano. Automóveis e comerciais leve, por exemplo, registram redução de 20,38% nas vendas. Para o presidente da Fenabrave, Alarico Assumpção Júnior, não ocorreram mudanças no cenário econômico do País, fazendo com que o consumidor continue sem confiança para investir na aquisição de um novo veículo.Além disso, em agosto, tivemos 21 dias úteis, contra 23 em julho. O bom sinal é que, apesar da queda mensal, o mercado (N.R. englobando todos os segmentos) manteve a média diária de vendas, com 14,6 mil emplacamentos por dia, declarou.","Vendas de motos caem 7,29% em agosto"
Aldo Tizzani,18/08/2015,https://mototour.com.br/news/gold-wing-e-estradeira-de-40-anos_803,mototour,"Agência INFOMOTO Para comemorar os 40 anos de estrada, a Honda GL 1800 Gold Wing chegou ao Brasil em edição comemorativa, na exclusiva cor branca pérola e preço sugerido de quase R$ 100 mil. Importada do Japão, a versão 2015 do modelo topo da linha ganhou logotipos alusivos ao início de sua produção mundial, em 1975. Os emblemas foram fixados no escudo frontal, na tampa traseira do top case e também no painel, acima do air-bag. Além de outros “mimos” como, por exemplo, sistema surround SRS com conexão para iPod e alto-falantes potentes: piloto e garupa têm a possibilidade de acessar, via iPhone ou pen-drive na entrada USB , arquivos de áudio nos formatos MP3, WMA e AAC.Estradeira nata, a Gold 1800 conta com três compartimentos de bagagem (duas malas laterais e um top case) que, juntos, tem capacidade para 150 litros. Para um maior nível de segurança, o modelo conta ainda com suspensão ajustável e sistema de freios – ABS (Antilock Brake System) e DCBS (Dual Combined Brake System), que evitam o travamento das rodas e distribui eletronicamente a força de frenagem. Vale ressaltar que a Gold Wing é a única motocicleta equipada com sistema air-bag.O motorzão tem seis cilindros opostos, 12 válvulas e 1.832 cm³ de capacidade, que gera 118 cv a 5.500 rpm, com torque máximo de 17 kgf.m a 4.000 rpm. O propulsor trabalha liso, de forma bastante linear. Mas quando o motociclista quiser acordar a “fera” basta girar o acelerador com vontade. Assim, a estradeira esbanja muita e potência e torque para “empurrar” seus 387 quilos.A saga da Gold WingAproveitando o lançamento da série comemorativa de 40 anos da Honda Gold Wing, voltamos ao passado para contar como esta famosa touring evoluiu com o passar dos anos. Aliás, a primeira Gold Wing não foi pensada originalmente para ser um modelo touring. A ideia da Honda era apenas construir “a melhor motocicleta de todos os tempos”.O primeiro projeto da Glod Wing nasceu no início da década de 70, quando ainda era um segredo classificado como “top secret” pela marca. Isso aconteceu em 1972 e o projetista Soichiro Irimajiri pensava em construir uma motocicleta voltada ao turismo e que alcançasse grandes distâncias. Confira a seguir evolução de cada versão do modelo.1975: GL1000 Gold Wing – a primeiraCom um motorzão de 999cm³, refrigeração líquida e quatro cilindros opostos fixado horizontalmente, a primeira GL 1000 Gold Wing combinava uma excelente velocidade de cruzeiro com um conforto nunca antes experimentado em duas rodas com seus 80 cavalos de potência máxima. O modelo foi o primeiro de série da Honda equipado com transmissão final por eixo-cardã – uma característica que permanece até hoje.Sua primeira aparição aconteceu no Salão de Motos de Colônia, na Alemanha, no final de 1974. Em pouco tempo a Gold Wing ganhou fama também por sua confiabilidade, que a acompanha até hoje. Seu sucesso foi tanto que, já em 1976, a Honda lançou uma série especial da GL1000, mostrando que a moto realmente foi bem aceita no mercado. Em 1979, a fabricante japonesa abre sua primeira fábrica na América do Norte, pois 80% da produção da Gold Wing era exportada para os Estados Unidos.1980: GL 1100 Gold Wing e GL 1100 Gold Wing InterstateEnquanto a GL 1000 desafiava a segmentação com sua mistura de potência esportiva com conforto touring, a GL 1100, lançada cinco anos depois, estabeleceu o modelo como uma grã-turismo por excelência. O motor maior – de 1085 cm³ – foi desenvolvido para oferecer mais torque do que potência e a maior distância entre-eixos garantiu mais estabilidade ao conjunto e amplo espaço para piloto e garupa. A suspensão a ar também estabeleceu novos parâmetros para a pilotagem de motocicletas. No mesmo ano, foi lançada a versão Interstate, que introduziu a ideia de uma grã-turismo de fábrica já pronta para longas viagens com sua carenagem, malas laterais e top case como itens de série.1982: GL1100 Gold Wing AspencadeA mais luxuosa Gold Wing até aquela data oferecia inúmeros itens e equipamentos de série, que iam de um painel com tela de LCD, rádio amador e compressor de ar na moto.1985: GL1200 Limited EditionA posição da Gold Wing no mercado foi reforçada com a aposentadoria da versão standard GL 1200 sem carenagem e o lançamento da GL 1200 Limited Edition (edição limitada). Completa, a edição limitada tinha injeção eletrônica de combustível, sistema de som com quatro alto-falantes, piloto automático, suspensão traseira ajustável, computador de bordo e pintura metálica na cor dourada.1988: GL1500 Gold WingO objetivo do projeto de 1988 era quase impossível: a nova Gold Wing tinha de ser mais silenciosa, mais suave, confortável e ainda melhor nas curvas. Para isso, a equipe de desenvolvimento testou 15 diferentes configurações em mais de 60 protótipos. Nascia assim a GL 1500 com seis cilindros que, por uma década, definiu os parâmetros de motocicletas grã-turismo de luxo.2001: GL1800 Gold WingForam necessários nada menos do que oito anos de desenvolvimento para que a GL 1800 levasse a família Gold Wing a um patamar antes inimaginável. Um dos grandes responsáveis por isso foi Masanori Aoki, líder do projeto e responsável por desenvolver diversos sucessos da Honda, entre eles a CBR600F3. Muitas configurações de motores foram testadas e rejeitadas até que em 2001, a primeira GL 1800 foi lançada com um motor de seis cilindros contrapostos fixado horizontalmente a um quadro de alumínio. Seu baixo centro de gravidade garantia estabilidade e maneabilidade impressionantes na estrada para uma moto de 1800 cc.2006: O primeiro air-bag em motosO modelo de 2006, lançado primeiramente nos Estados Unidos, trazia o primeiro air-bag de série do mundo em uma motocicleta. Além disso, o modelo teve lanternas traseiras remodelados e um painel renovado.2012: Renovada A Gold Wing passou por um bom face-lift. Além disso, a linha de produção passou a ser Kumamoto, no Japão. O modelo atual mantém essa identidade visual, mas ganhou aperfeiçoamentos em seu sistema de som, como conexão para iPod e entrada USB.",Gold Wing é estradeira de 40 anos
,11/07/2015,https://mototour.com.br/news/honda-confirma-retorno-da-moto-aventureira-africa-twin_790,mototour,"A Honda anunciou nesta terça-feira (12) o retorno da Africa Twin, um dos modelos de maior sucesso de sua história de sua linha de motos, ainda em 2015. De acordo com a empresa, a moto se chamará CRF 1000L Africa Twin e terá como base o protótipo True Adventure, revelado no Salão de Milão, como é possível ver nas primeiras fotos reveladas da aventureira.Em março passado, algumas características da moto foram mostradas em uma patente registrada nos Estados Unidos, como mostrou o G1 na época. Apesar de manter em segredo os detalhes técnicos da moto, a empresa japonesa divulgou que a nova Africa Twin terá nova geração de seu câmbio automatizado de dupla embreagem, com novidades para incrementar o desempenho off-road. Como base, a moto utilizará motor de cerca de 1.000 cc.Segundo fabricante, o lançamento da moto marcará um novo capítulo da história da Honda em seus modelos de uso misto, com forte inspiração no Rally Dakar. Entre concorrentes, a Africa Twin enfrentará motocicletas como a BMW R 1200 GS, KTM 1190 Adventure e Triumph Tiger Explorer.Com o final da produção da Varadero 1000 e como a Transalp 700 seguirá o mesmo caminho, este novo modelo preencherá esta lacuna dentro da linha da empresa. No entanto, esta nova moto terá uma pegada mais off-road, como uma verdadeira sucessora da lendária Africa Twin, e grande inspiração em competições.Honda CRF 1000L Africa Twin (Foto: Divulgação)Depois de 3 das 4 vitórias consecutivas do Rally Paris-Dakar, a XRV 650 Africa Twin original foi lançada ao mercado em 1988, se tornando popular por todo o mundo.Em 1989, sua evolução, a XRV 750 Africa Twin foi lançada, trazendo motor motor V-Twin de 742 cc, capaz de gerar 61,2 cavalos de potência.Honda Africa Twin (Foto: Honda MCVPO/Divulgação)Honda Africa Twin chegou às lojas nos anos 80 (Foto: Honda MCVPO/Divulgação)O modelo foi produzido até 2003, passando por duas renovações durante o período.Honda Africa Twin da década de 1980 (Foto: Divulgação)",Honda confirma retorno da moto aventureira Africa Twin
,16/06/2015,https://mototour.com.br/news/honda-traz-edicao-especial-de-40-anos-da-gold-wing-por-r-99900_777,mototour,"Nove meses depois do lançamento, a Honda mudou de ideia e decidiu trazer ao Brasil a versão comemorativa de 40 anos da Goldwing. O modelo GL 1800 custará R$ 99.900 (sem frete).A GL1800 Gold Wing “40th Anniversary” terá pintura única na cor branco pérola, com emblemas comemorativos na carenagem, tampa do combustível e chaves, lembrando o início da produção, em 1974.O propulsor é o consagrado 1.832cc, com 6 cilindros contrapostos e 12 válvulas, que rende 118 cavalos de potência e torque de 17 kgfm. Na parte da segurança, o airbag é de série - a Gold Wing foi a 1ª moto da história a ter a bolsa inflável, que abre entre o motorista e o painel de instrumentos.Com 150 litros de compartimentos para bagagens, a motocicleta vem equipada com sistema de som de 80W e seis alto-falantes, navegação por GPS, assentos aquecíveis, marcha a ré elétrica e controle de velocidade de cruzeiro.Inicialmente, um lote de 30 unidades na cor branco pérola estará disponível no Brasil, mas a Honda planeja trazer mais lotes no futuro com mais opções de cor. No exterior, a edição comemorativa pode ser adquirida em vermelho também.",Honda traz edição especial de 40 anos da Gold Wing por R$ 99.900
,31/03/2015,https://mototour.com.br/news/ktm-1190-adventure-chega-ao-brasil-por-r-79000-para-briga-com-a-bmw_765,mototour,"A KTM, por meio de sua parceira Dafra, anunciou nesta segunda-feira (9) a chegada da 1190 Adventure ao Brasil por preço sugerido de R$ 79.000. Importado da Áustria, o modelo possui motor de 2 cilindros em V que alcança 148 cavalos de potência e peso de 217 kg. Sua principal rival no país é a BMW R 1200 GS, que é montada em Manaus pela própria Dafra, custa a partir de R$ 69.900.Entre os sistemas que auxiliam na segurança de condução na 1190, está o dispositivo combinado de ABS, que reparte a frenagem entre as rodas, e evita o travamento das mesmas.De acordo com a empresa, o ABS possui modos de regulagem eletrônica e atuação otimizada em curvas.Produzido em parceria com a Bosch, o sistema faz freios ABS e controle de tração trabalharem em conjunto, com o objetivo de auxiliar o motociclista a não perder o controle da moto. O sistema como um todo é chamado de ""Motorcycle Stability Control"" (MSC), traduzindo como ""controle de estabilidade para motocicleta"".Completando os controles, a 1190 possui acelerador eletrônico e embreagem deslizante, que evita o travamento da roda em reduções bruscas de marchas. O painel é de LCD e através dele é possível alterar os níveis de atuação do controle de tração e os 4 modos de condução da moto: Sport, Street, Rain e Off-Road.Segundo a fabricante, no Off-Road é permitido ao piloto reduzir a ação do ABS na roda traseira para uma pilotagem mais esportiva. Em sua ergonomia, a 1190 conta com assento de espuma em 2 níveis com regulagem de altura para o piloto, regulagem do suporte dos pés e ajuste do para-brisa dianteiro.",KTM 1190 Adventure chega ao Brasil por R$ 79.000 para briga com a BMW
,19/01/2015,https://mototour.com.br/news/dona-da-indian-polaris-compra-marca-de-motos-eletricas-brammo_753,mototour,"Após anunciar o início da operação da Indian no Brasil para 2015, o grupo americano Polaris continua sua expansão de marcas com a aquisição da Brammo, também americana, uma das principais montadoras de motos elétricas.Em Nova York, G1 experimenta primeira Harley-Davidson elétricaDe acordo com a empresa, haverá investimentos para recapitalizar a marca, que focará exclusivamente no desenvolvimento de motores e câmbios (powertrains) para veículos elétricos, que serão utilizados em produtos Polaris, que também detém a marca de motos Victory.A previsão é que novas motos elétricas da Polaris comecem a ser produzidas no segundo semestre de 2015 em Spirit Lake, no Iowa. Os powertrains baseados em tecnologia que utiliza baterias de íon-lítio serão parte desta nova gama de produtos e continuarão em desenvolvimento. A Polaris é investidora e parceira da Brammo desde 2011, tempo no qual as empresas trabalharam em projetos conjuntos. Entre os produtos da Brammo, está a Empulse, uma moto elétrica que chega a 160 km/h e tem motor de 54 cavalos. A entrada definitiva do grupo Polaris no segmento de elétricos ocorre depois de a Harley-Davidson, principal concorrente da Indian, iniciar os testes de sua moto elétrica, a LiveWire.","Dona da Indian, Polaris compra marca de motos elétricas Brammo"
,03/10/2014,https://mototour.com.br/news/honda-gold-wing-faz-40-anos-brasil-nao-tera-versao-comemorativa_740,mototour,"A Honda Gold Wing chega aos 40 anos em 2015 e já tem uma versão comemorativa, que foi anunciada na última semana pela fabricante japonesa. O modelo GL 1800 será pintado em duas cores e terá emblemas exclusivos para marcar a data, mas não será vendido no Brasil, conforme confirmou a empresa ao G1.Além das cores, a variação na touring de luxo fica por conta apenas de inscrições comemorativas na carenagem, na tampa do combustível e nas chaves. Com 6 cilindros contrapostos e 12 válvulas, o propulsor é o consagrado 1.832cc, que rende 118 cavalos de potência e torque de 17 kgfm.Com 150 litros de compartimentos para bagagens, a motocicleta vem equipada com sistema de som de 80W e seis alto-falantes, navegação por GPS, assentos aquecíveis, marcha a ré elétrica e controle de velocidade de cruzeiro.No Brasil Sem a versão de aniversário, a Gold Wing começou a ser vendida no Brasil como modelo 2014 na semana passada, apenas na cor preta, com preço sugerido de R$ 93.500 (para o estado de São Paulo).",Honda Gold Wing faz 40 anos; Brasil não terá versão comemorativa
,25/08/2014,https://mototour.com.br/news/piaggio-renova-o-mp3-seu-scooter-de-3-rodas_728,mototour,"A italiana Piaggio anunciou, na Europa, a renovação de seu principal scooter de 3 rodas, o MP3. Líder desse segmento, o modelo já teve mais de 150 mil unidades comercializadas desde o seu lançamento em 2006 e pode ser conduzido por pessoas com habilitação para automóveis no Velho Continente.De acordo com a empresa, o modelo recebeu novo chassi para melhorar a estabilidade e a precisão dos comandos. A ergonomia também foi modificada e o espaço para levar bagagens sob o assento otimizado, sendo capaz de levar até dois capacetes integrais. Apesar de manter sua identidade visual, o scooter passou por alterações em sua estética.Freios ABS, para evitar o travamento das rodas, e controle de tração, que e impede derrapagens em acelerações, trabalham em conjunto no MP3. Segundo a empresa, este é o primeiro scooter a contar com controle de tração.No MP3, o câmbio automático trabalha em conjunto com motor monocilíndrico de 300 cc, que é capaz de gerar 22,5 cavalos de potência. O segmento de scooters de 3 rodas segue em expansão na Europa e, no ano passado, a Yamaha revelou o Tricity, modelo que também utiliza duas rodas na dianteira e uma na traseira.","Piaggio renova o MP3, seu scooter de 3 rodas"
Rafael Miotto,28/07/2014,https://mototour.com.br/news/primeiras-impressoes-harley-davidson-eletrica_715,mototour,"G1O mundo da motocicleta foi surpreendido com o anúncio, no mês passado, da primeira Harley-Davidson elétrica, chamada ainda pelo cauteloso nome de projeto LiveWire pela fabricante norte-americana. Uma nova moto elétrica, por si, não causa espanto, já que o segmento automotivo – carros e motos – já deu passos nesta direção. Mas, até então, nenhuma das principais fabricantes havia investido em uma motocicleta de verdade, com esse tipo de motor.Mesmo nos Estados Unidos, onde as ""motinhos"" elétricas possuem representantes mais difundidos, como as pequenas marcas Brammo e Zero, o surgimento de uma Harley-Davidson elétrica era inesperado. Completando 111 anos de história em 2014, a empresa é conhecida por basear sua linha em modelos clássicos e “beberrões” de gasolina, sem esbanjar tecnologia.Entre as grandes marcas, apenas a BMW possui um modelo elétrico à venda: trata-se de um scooter, o C Evolution, com o objetivo de ser um meio de transporte prático para deslocamentos urbanos, e não uma moto, como no caso da H-D. Comercializado na Europa por 15 mil euros (o equivalente a R$ 45 mil), ele não é oferecido no Brasil.A Yamaha chegou a anunciar, no ano passado, que lançaria duas elétricas em 2016, mas depois refugou e disse apenas que os modelos serão lançados em um futuro próximo. Na Europa, a austríaca KTM já mostrou um scooter movido à eletricidade, prometido para 2015, enquanto a Honda apostou em uma esportiva. Mas todos são ainda esboços, protótipos, nada palpável como a moto da H-D, que rodou pelas ruas de Manhattan.Apesar de a Harley-Davidson não revelar oficialmente seus planos sobre a produção da moto, o modelo que o G1 experimentou, em Nova York, durante sua apresentação mundial, mostrou que está em fase muita avançada de desenvolvimento e, inclusive, homologado para rodar nas ruas.Inicialmente, 33 unidades da moto farão um tour por Estados Unidos, Canadá e Europa, se submetendo a testes e opiniões dos clientes.Controle de tração e suspensões eletrônicas são adventos que passam longe do repertório da H-D. Desde a crise de 2009, que culminou no fechamento da Buell, marca que fazia parte do grupo, a Harley começou a focar no aprimoramento da atual linha – no projeto Rushmore, por exemplo – e no desenvolvimento de novos produtos, como as surpreendentes Street 500 e 750, com parte da produção na Índia, e agora o projeto LiveWire.Questionado sobre o porquê de a empresa ser a primeira grande fabricante de motos a dar um passo nesta direção, o presidente da Harley-Davidson Motor Company, Matt Levatich, respondeu um sonoro “Por que não?”.Menos abstrato, Mark-Hans Richer, vice-presidente sênior e diretor de marketing da H-D, esclareceu o objetivo: “Queremos mostrar que somos capazes de produzir modelos com alta tecnologia”.“Não há motivos para tanta surpresa”, acrescentou. Após rodar com a H-D elétrica em Manhattan, a conclusão foi de que existem sim, muitos motivos. Essencialmente uma nakedA primeira impressão ao olhar a moto de perto é que ela já está pronta para ser vendida, com um acabamento esmerado, diferente de protótipos que costumam ser vistos nos salões internacionais. Apenas alguns detalhes ainda precisam de um cuidado maior, como fios que parecem não ter recebido a finalização devida.Visualmente, a LiveWire também quebra com a tradição da marca e é capaz de transmitir uma modernidade nunca vista em motos da H-D. Antes, quem chegou mais longe foi a linha V-Rod, de quem a moto elétrica carrega algumas similaridades. Também existe algo de XR 1200 na moto e, inclusive, as suspensões dianteiras foram herdadas dela.No entanto, a empresa conseguiu manter seu DNA na moto: basta olhar para dizer “sim, é uma Harley-Davidson”. Isso fica nítido em detalhes como farol dianteiro, para-lamas e botões de comando da motocicleta.A moto é essencialmente uma naked, ou seja, apresenta um conjunto sem carenagens e com uma pegada de esportividade e tamanho compacto, fugindo do que se vê nas imensas touring e custom da H-D. Detalhes como os piscas integrados aos retrovisores e o desenho do chassi trazem linhas futurísticas à moto.Boa opção para a cidadeAo contrário da maioria das Harleys, a LiveWire pode ser uma boa opção para deslocamentos urbanos, o que foi comprovado durante o trajeto percorrido em Manhattan. Diferente do que faz com seus modelos, para este a divulgou a potência do motor: 74 cavalos de potência e 7,14 kgfm de torque, números dignos de um modelo de médio porte com propulsor movido a combustão.Além disso, pelo comportamento típico dos motores elétricos, de já entregar bastante força em giros baixos, ao contrário das motos tradicionais, a LiveWire oferece uma esportividade empolgante.Com a capacidade de fazer de 0 a 100 km/h em 4 segundos, segundo a fabricante, a moto transmite uma aceleração contundente. Essa ""veia"" radical também é percebida no posicionamento do motociclista que, apesar de natural e confortável, insinua uma dose de esportividade.No entanto, não foi possível levar a LiveWire ao limite no meio da cidade, onde a velocidade é restrita. A Harley-Davidson diz que a moto é capaz de atingir 148 km/h de velocidade máxima limitada eletronicamente, número que poderia ser maior, mas teve de ser restringido por regras de legislação.Para ligá-la, basta apertar um botão no punho direito e a moto já está em funcionamento, totalmente silenciosa. Somente após girar o acelerador que é possível perceber que está ligada e o barulho do motor começa a aparecer.Pela natureza do motor elétrico, o conjunto apresenta apenas uma única marcha e não tem embreagem nem pedal de câmbio. Isto poderia acarretar em dificuldades para controlar a moto e realizar manobras em baixa velocidade, como é normal em outras motos elétricas, mas isso não acontece com a H-D.O tato oferecido pelo acelerador está bem ajustado e é possível realizar aquelas manobras típicas de cidade com engarrafamentos, controlando a moto com a ajuda do freio traseiro. Seu ângulo de esterço é mediano; não é ótimo, mas também não chega a comprometer.Apenas o conjunto de baterias pesa 113,5 kg – peso equivalente ao uma Honda CG 150 -  e a massa total da moto não é baixa: são 210 kg. No entanto, sua distribuição foi bem realizada pela fabricante americana, permitindo que a moto tenha uma tocada ágil e fácil de ser feita.A marca escolheu por fazer a LiveWire uma monoposto, ou seja, somente há espaço para o piloto. Com a ausência de espaço para o garupa, a traseira ficou bem afilada e pequena, sendo que o suporte da placa foi levado para próximo do pneu, como ocorre em Ducati Diavel e MV Agusta Rivale. Este é o mesmo local para onde foram deslocados os piscas traseiros.Se for vender, tem que ter ABSCom freios de acionamento de forte potência, a LiveWire mostrou que, se for realmente vendida, o sistema com freios ABS, para evitar o travamento das rodas, será imprescindível. Isso porque a traseira tende a travar com facilidade nas frenagens.Questionada sobre essa possibilidade, a H-D não esconde que a adoção do ABS está entre os possíveis avanços para a moto durante as clínicas com os clientes. Outro ponto que também pode ser modificado é o acerto das suspensões.Aparentemente, o ajuste é prioritariamente esportivo, com proposta rígida que garante estabilidade, mas deixa a desejar em conforto. Em cidades com asfalto em não tão boas situações, faria falta um pouco de filtragem para os impactos.Como a avaliação foi realizada apenas no perímetro urbano, não foi possível saber como a H-D elétrica se comporta em curvas de alta velocidade, mas a impressão foi de um conjunto equilibrado.Autonomia ainda é o desafioBaseando-se nos números divulgados pela Harley-Davidson, o maior desafio para a LiveWire é a sua autonomia. Capaz de rodar uma média de 85 km com a carga completa de uma bateria, a moto oferece uma boa margem para deslocamentos em cidades, mas sair do perímetro urbano pode ser um inconveniente e uma “pane seca” elétrica iminente.Harley-Davidson LIveWire é a primeira moto elétrica da marca (Foto: AP Photo/M.L. Johnson)Quando e se a Harley decidir lançar este produto, esta tecnologia já poderá ter evoluído, aumentando o raio de ação da moto com a bateria completa. Antes de ligar a moto, ainda é possível escolher um modo de condução econômica, que reduz sua força, e diminui os gastos. Uma carga completa leva 3,5 horas para ser realizada.Não chega a ser animador, mas já é melhor que a de outros modelos elétricos que podem tomar até 8 horas para a carga total. No entanto, eles possuem autonomia maior, de até 200 km (veja tabela na reportagem). Para realizar a recarga, basta conectar a LiveWire em uma tomada comum.Para expandir o raio de ação, a moto possui sistema de freios que regeneram parte da energia empregada para parar o modelo.Sobre qual a vida útil da bateria, os executivos da empresa declararam que ela foi construída para durar por todo o ciclo de uso da moto, sem especificar um prazo específico.Seguindo a linha tecnológica, o painel é completamente digital e lembra até um tablet.Vai vender ou não vai?Foram 4 anos de desenvolvimento até a apresentação da moto, que teve ampla divulgação e presença de mídia estrangeira nos EUA. De acordo H-D, ainda não há uma definição sobre se o modelo será ou não produzido em série e colocado à venda. A empresa não revela quanto foi investido, mas garante que não foi algo ""astronômico"" e que a quantia é inferior à empregada no projeto Rushmore.Até o final do ano, a Harley promoverá a experimentação da LiveWire em 30 concessionárias da marca nos Estados Unidos. Dentro deste caminho à percorrer, está a famosa Rota 66, que servirá de local para test-rides. “Vamos aprender durante este período de testes, como está sendo feito com o Google Glass”, explicou Mark-Hans Richer, se referindo ao óculos do Google, ainda em desenvolvimento e não vendido comercialmente.Em 2015, Canadá e Europa receberão também motos para teste. A Harley revelou ao G1 que estuda também uma possível passagem do tour pelo Brasil. Como ocorreu com o projeto Rushmore, que evoluiu a sua linha touring, a empresa quer ouvir os seus clientes para fazer a moto do jeito que desejarem, mas dessa vez, não há sigilo.Entretanto, também existe outro objetivo em “falar” com os clientes antes de lançar a moto. Pelo conservadorismo de grande parte de seus usuários, uma Harley elétrica pode ser considerada um sacrilégio aos que idolatram os “motorzões” da empresa. “Nossos tradicionais consumidores podem ficar tranquilos que vamos continuar produzindo os modelos tradicionais”, disse o presidente Levatich.Este sinal de mudança já havia aparecido no ano passado, com a chegada das Street 500 e 750, modelo mais simples e acessível da linha atual. Com a presença de toda a cúpula da empresa em Nova York e um produto praticamente pronto, fica difícil imaginar que a LiveWire não seja definitivamente produzida.Se isso acontecer, será um grande passo para o futuro da indústria de motocicletas e as outras grandes marcas provalmente correrão atrás.Moto de super-heróiPara 2015, também está prevista a estreia da LiveWire nos cinemas, no filme “Os Vingadores 2 – A era de Ultron”. A aparição no filme segue o trabalho feito pela marca ao dar um som especial à motocicleta.Os ruídos emitidos pelos tradicionais motores V2 da Harley sempre soaram como sinfonia aos ouvidos dos amantes da marca e, também no caso da LiveWire, a H-D quis produzir um som diferenciado, inspirado em uma turbina de avião.Em relação aos opacos sons de outras motos elétricas, a moto é realmente mais empolgante e emite algo como um zumbido. “Algumas pessoas que andaram na moto se sentem como um super-herói”, disse Matt Levatich. Apesar de tentar conquistar pela emoção, o que realmente atrai na LiveWire é a racionalidade de poder de entregar o desempenho de uma moto comum, mas com os benefícios da eletricidade.",Primeiras impressões: Harley-Davidson elétrica
